cod_est,fecha,entradas
354,2024-08-04,4256
355,2024-08-04,7486
356,2024-08-04,4079
357,2024-08-04,5406
109,2024-08-04,4990
153,2024-08-04,3141
405,2024-08-04,743
406,2024-08-04,2106
407,2024-08-04,1672
409,2024-08-04,991
410,2024-08-04,5309
412,2024-08-04,2230
413,2024-08-04,1849
414,2024-08-04,699
415,2024-08-04,1487
416,2024-08-04,1380
417,2024-08-04,2531
419,2024-08-04,1478
420,2024-08-04,1717
421,2024-08-04,1955
422,2024-08-04,1221
111,2024-08-04,15299
501,2024-08-04,3946
502,2024-08-04,1752
503,2024-08-04,1708
504,2024-08-04,3982
506,2024-08-04,3831
507,2024-08-04,4601
511,2024-08-04,1469
513,2024-08-04,2778
517,2024-08-04,7424
518,2024-08-04,2991
519,2024-08-04,1849
520,2024-08-04,2053
521,2024-08-04,5840
522,2024-08-04,4654
525,2024-08-04,3716
526,2024-08-04,2088
527,2024-08-04,8379
528,2024-08-04,1540
529,2024-08-04,3115
530,2024-08-04,2150
551,2024-08-04,903
552,2024-08-04,1371
523,2024-08-04,11936
601,2024-08-04,3601
602,2024-08-04,6079
604,2024-08-04,3822
605,2024-08-04,13688
606,2024-08-04,10574
608,2024-08-04,770
609,2024-08-04,11520
611,2024-08-04,5672
613,2024-08-04,3097
617,2024-08-04,602
620,2024-08-04,1363
621,2024-08-04,380
622,2024-08-04,726
626,2024-08-04,4053
627,2024-08-04,2796
628,2024-08-04,5698
1102,2024-08-04,1690
1103,2024-08-04,1124
1104,2024-08-04,2230
1105,2024-08-04,2071
1106,2024-08-04,1371
505,2024-08-04,6610
701,2024-08-04,1150
702,2024-08-04,2407
703,2024-08-04,3283
704,2024-08-04,2247
705,2024-08-04,2964
707,2024-08-04,2283
708,2024-08-04,1133
709,2024-08-04,1327
712,2024-08-04,1186
714,2024-08-04,2053
716,2024-08-04,2371
717,2024-08-04,1318
718,2024-08-04,1212
719,2024-08-04,2601
720,2024-08-04,1168
721,2024-08-04,832
722,2024-08-04,177
723,2024-08-04,540
418,2024-08-04,3548
802,2024-08-04,2955
803,2024-08-04,1823
806,2024-08-04,6282
807,2024-08-04,2699
808,2024-08-04,6477
411,2024-08-04,14104
510,2024-08-04,2301
612,2024-08-04,2141
901,2024-08-04,1071
902,2024-08-04,4707
903,2024-08-04,2203
905,2024-08-04,292
906,2024-08-04,991
908,2024-08-04,920
909,2024-08-04,708
913,2024-08-04,2088
915,2024-08-04,2124
916,2024-08-04,1973
917,2024-08-04,2716
918,2024-08-04,2309
919,2024-08-04,1725
920,2024-08-04,1717
921,2024-08-04,1265
922,2024-08-04,3238
951,2024-08-04,681
952,2024-08-04,637
101,2024-08-04,19457
110,2024-08-04,6999
151,2024-08-04,12361
404,2024-08-04,3999
711,2024-08-04,2159
1001,2024-08-04,2062
1002,2024-08-04,1824
1013,2024-08-04,3884
1014,2024-08-04,3274
1016,2024-08-04,5787
1018,2024-08-04,1902
1019,2024-08-04,2079
1051,2024-08-04,894
1052,2024-08-04,584
1053,2024-08-04,1159
1054,2024-08-04,186
102,2024-08-05,5549
103,2024-08-05,7611
104,2024-08-05,10350
105,2024-08-05,3643
107,2024-08-05,4109
108,2024-08-05,6326
113,2024-08-05,6905
114,2024-08-05,5281
115,2024-08-05,5592
116,2024-08-05,19345
117,2024-08-05,3784
118,2024-08-05,11579
119,2024-08-05,9461
120,2024-08-05,10463
122,2024-08-05,3827
123,2024-08-05,4843
124,2024-08-05,5422
125,2024-08-05,6848
126,2024-08-05,4533
127,2024-08-05,3262
128,2024-08-05,2499
129,2024-08-05,4180
130,2024-08-05,2316
152,2024-08-05,2471
106,2024-08-05,13640
202,2024-08-05,8345
204,2024-08-05,4857
205,2024-08-05,5662
206,2024-08-05,6142
207,2024-08-05,2782
209,2024-08-05,10661
210,2024-08-05,3191
211,2024-08-05,3332
212,2024-08-05,4985
213,2024-08-05,5394
214,2024-08-05,5225
251,2024-08-05,6199
252,2024-08-05,2768
253,2024-08-05,4067
254,2024-08-05,2457
255,2024-08-05,2273
625,2024-08-05,37123
112,2024-08-05,41796
301,2024-08-05,15391
302,2024-08-05,6820
303,2024-08-05,5691
304,2024-08-05,11678
305,2024-08-05,7244
307,2024-08-05,13979
308,2024-08-05,17043
309,2024-08-05,2725
310,2024-08-05,15052
311,2024-08-05,45086
351,2024-08-05,5549
352,2024-08-05,4985
353,2024-08-05,5267
354,2024-08-05,6439
355,2024-08-05,10788
356,2024-08-05,4914
357,2024-08-05,8133
109,2024-08-05,8162
153,2024-08-05,8472
405,2024-08-05,2372
406,2024-08-05,5465
407,2024-08-05,4476
409,2024-08-05,2965
410,2024-08-05,12087
412,2024-08-05,4166
413,2024-08-05,5323
414,2024-08-05,2076
415,2024-08-05,3714
416,2024-08-05,2739
417,2024-08-05,4504
419,2024-08-05,3347
420,2024-08-05,2584
421,2024-08-05,2937
422,2024-08-05,1977
111,2024-08-05,14516
501,2024-08-05,5987
502,2024-08-05,3671
503,2024-08-05,5055
504,2024-08-05,6735
506,2024-08-05,5606
507,2024-08-05,7470
511,2024-08-05,4476
513,2024-08-05,3728
517,2024-08-05,5507
518,2024-08-05,3544
519,2024-08-05,2160
520,2024-08-05,3064
521,2024-08-05,7357
522,2024-08-05,6608
525,2024-08-05,5549
526,2024-08-05,2810
527,2024-08-05,12807
528,2024-08-05,2457
529,2024-08-05,4363
530,2024-08-05,2965
551,2024-08-05,1271
552,2024-08-05,3008
523,2024-08-05,16366
601,2024-08-05,5267
602,2024-08-05,8952
604,2024-08-05,6086
605,2024-08-05,18978
606,2024-08-05,12850
608,2024-08-05,2231
609,2024-08-05,18681
611,2024-08-05,12765
613,2024-08-05,7837
617,2024-08-05,2655
620,2024-08-05,5691
621,2024-08-05,1652
622,2024-08-05,3742
626,2024-08-05,6368
627,2024-08-05,4900
628,2024-08-05,8190
1102,2024-08-05,2019
1103,2024-08-05,1257
1104,2024-08-05,2570
1105,2024-08-05,2556
1106,2024-08-05,2047
505,2024-08-05,8924
701,2024-08-05,2189
702,2024-08-05,3234
703,2024-08-05,4843
704,2024-08-05,4843
705,2024-08-05,5013
707,2024-08-05,4660
708,2024-08-05,2655
709,2024-08-05,3135
712,2024-08-05,3276
714,2024-08-05,6735
716,2024-08-05,4547
717,2024-08-05,2513
718,2024-08-05,2471
719,2024-08-05,4744
720,2024-08-05,2570
721,2024-08-05,1878
722,2024-08-05,664
723,2024-08-05,1130
418,2024-08-05,6891
802,2024-08-05,8119
803,2024-08-05,3389
806,2024-08-05,6029
807,2024-08-05,4547
808,2024-08-05,6269
411,2024-08-05,28608
510,2024-08-05,7922
612,2024-08-05,5606
901,2024-08-05,2866
902,2024-08-05,6453
903,2024-08-05,2796
905,2024-08-05,1116
906,2024-08-05,2852
908,2024-08-05,2429
909,2024-08-05,2189
913,2024-08-05,3219
915,2024-08-05,3460
916,2024-08-05,3742
917,2024-08-05,4815
918,2024-08-05,4307
919,2024-08-05,3460
920,2024-08-05,2810
921,2024-08-05,1920
922,2024-08-05,6269
951,2024-08-05,1822
952,2024-08-05,1977
101,2024-08-05,33847
110,2024-08-05,9305
151,2024-08-05,17269
404,2024-08-05,10223
711,2024-08-05,7964
1001,2024-08-05,3488
1002,2024-08-05,7142
1013,2024-08-05,2669
1014,2024-08-05,4801
1016,2024-08-05,12073
1018,2024-08-05,3361
1019,2024-08-05,4815
1051,2024-08-05,1779
1052,2024-08-05,2033
1053,2024-08-05,3361
1054,2024-08-05,946
102,2024-08-06,5210
103,2024-08-06,7739
104,2024-08-06,10297
105,2024-08-06,4067
107,2024-08-06,4240
108,2024-08-06,6546
113,2024-08-06,7595
114,2024-08-06,5777
115,2024-08-06,3866
116,2024-08-06,19488
117,2024-08-06,3995
118,2024-08-06,11777
119,2024-08-06,9808
120,2024-08-06,10714
122,2024-08-06,4060
123,2024-08-06,4951
124,2024-08-06,5655
125,2024-08-06,6841
126,2024-08-06,4908
127,2024-08-06,3349
128,2024-08-06,2616
129,2024-08-06,4405
130,2024-08-06,2479
152,2024-08-06,2436
106,2024-08-06,14314
202,2024-08-06,8644
204,2024-08-06,5059
205,2024-08-06,6381
206,2024-08-06,6676
207,2024-08-06,3090
209,2024-08-06,11030
210,2024-08-06,3801
211,2024-08-06,3629
212,2024-08-06,5023
213,2024-08-06,5411
214,2024-08-06,5281
251,2024-08-06,6287
252,2024-08-06,2731
253,2024-08-06,4232
254,2024-08-06,2465
255,2024-08-06,2400
625,2024-08-06,38149
112,2024-08-06,42855
301,2024-08-06,16103
302,2024-08-06,7250
303,2024-08-06,5583
304,2024-08-06,12000
305,2024-08-06,7832
307,2024-08-06,14731
308,2024-08-06,18180
309,2024-08-06,2896
310,2024-08-06,15327
311,2024-08-06,44867
351,2024-08-06,5741
352,2024-08-06,5116
353,2024-08-06,5418
354,2024-08-06,6604
355,2024-08-06,10671
356,2024-08-06,4937
357,2024-08-06,8335
109,2024-08-06,8680
153,2024-08-06,8414
405,2024-08-06,2307
406,2024-08-06,5274
407,2024-08-06,4656
409,2024-08-06,2989
410,2024-08-06,12065
412,2024-08-06,4383
413,2024-08-06,5547
414,2024-08-06,1955
415,2024-08-06,3808
416,2024-08-06,2917
417,2024-08-06,4484
419,2024-08-06,3420
420,2024-08-06,2702
421,2024-08-06,2968
422,2024-08-06,1962
111,2024-08-06,15564
501,2024-08-06,6244
502,2024-08-06,3758
503,2024-08-06,5210
504,2024-08-06,7078
506,2024-08-06,5634
507,2024-08-06,7610
511,2024-08-06,4434
513,2024-08-06,3887
517,2024-08-06,5935
518,2024-08-06,3492
519,2024-08-06,2220
520,2024-08-06,3234
521,2024-08-06,7588
522,2024-08-06,6640
525,2024-08-06,5598
526,2024-08-06,2795
527,2024-08-06,12956
528,2024-08-06,2450
529,2024-08-06,4484
530,2024-08-06,3083
551,2024-08-06,1337
552,2024-08-06,3025
523,2024-08-06,16872
601,2024-08-06,5497
602,2024-08-06,9047
604,2024-08-06,6093
605,2024-08-06,19272
606,2024-08-06,13013
608,2024-08-06,2350
609,2024-08-06,18043
611,2024-08-06,12381
613,2024-08-06,8321
617,2024-08-06,2522
620,2024-08-06,5281
621,2024-08-06,1502
622,2024-08-06,2939
626,2024-08-06,6503
627,2024-08-06,4843
628,2024-08-06,8292
1102,2024-08-06,1983
1103,2024-08-06,1272
1104,2024-08-06,2558
1105,2024-08-06,2601
1106,2024-08-06,2220
505,2024-08-06,9277
701,2024-08-06,2256
702,2024-08-06,3212
703,2024-08-06,4893
704,2024-08-06,4893
705,2024-08-06,5102
707,2024-08-06,4620
708,2024-08-06,2623
709,2024-08-06,3133
712,2024-08-06,3399
714,2024-08-06,6776
716,2024-08-06,4620
717,2024-08-06,2601
718,2024-08-06,2551
719,2024-08-06,4793
720,2024-08-06,2572
721,2024-08-06,1926
722,2024-08-06,661
723,2024-08-06,1006
418,2024-08-06,6984
802,2024-08-06,8019
803,2024-08-06,3456
806,2024-08-06,6122
807,2024-08-06,4764
808,2024-08-06,6208
411,2024-08-06,28506
510,2024-08-06,7667
612,2024-08-06,5691
901,2024-08-06,2759
902,2024-08-06,6496
903,2024-08-06,2781
905,2024-08-06,1071
906,2024-08-06,2731
908,2024-08-06,2414
909,2024-08-06,2141
913,2024-08-06,3334
915,2024-08-06,3492
916,2024-08-06,3780
917,2024-08-06,4836
918,2024-08-06,4362
919,2024-08-06,3464
920,2024-08-06,2781
921,2024-08-06,1919
922,2024-08-06,6316
951,2024-08-06,1775
952,2024-08-06,1861
101,2024-08-06,35483
110,2024-08-06,10002
151,2024-08-06,15880
404,2024-08-06,10355
711,2024-08-06,7818
1001,2024-08-06,3492
1002,2024-08-06,5484
1013,2024-08-06,2795
1014,2024-08-06,4383
1016,2024-08-06,12352
1018,2024-08-06,3528
1019,2024-08-06,4714
1051,2024-08-06,1746
1052,2024-08-06,1976
1053,2024-08-06,3564
1054,2024-08-06,1013
102,2024-08-07,4999
103,2024-08-07,7981
104,2024-08-07,10876
105,2024-08-07,4768
107,2024-08-07,4178
108,2024-08-07,6684
113,2024-08-07,7693
114,2024-08-07,5489
115,2024-08-07,5517
116,2024-08-07,17863
117,2024-08-07,3976
118,2024-08-07,11726
119,2024-08-07,9753
120,2024-08-07,10775
122,2024-08-07,3976
123,2024-08-07,4811
124,2024-08-07,5618
125,2024-08-07,6699
126,2024-08-07,4754
127,2024-08-07,3241
128,2024-08-07,2593
129,2024-08-07,4552
130,2024-08-07,2435
152,2024-08-07,2535
106,2024-08-07,14679
202,2024-08-07,8989
204,2024-08-07,5272
205,2024-08-07,5805
206,2024-08-07,6641
207,2024-08-07,3083
209,2024-08-07,10617
210,2024-08-07,3702
211,2024-08-07,3731
212,2024-08-07,5172
213,2024-08-07,5604
214,2024-08-07,5388
251,2024-08-07,6382
252,2024-08-07,2780
253,2024-08-07,4264
254,2024-08-07,2507
255,2024-08-07,2305
625,2024-08-07,39212
112,2024-08-07,43332
301,2024-08-07,16048
302,2024-08-07,7188
303,2024-08-07,6094
304,2024-08-07,12173
305,2024-08-07,8154
307,2024-08-07,14564
308,2024-08-07,16394
309,2024-08-07,2939
310,2024-08-07,15702
311,2024-08-07,44686
351,2024-08-07,5733
352,2024-08-07,5085
353,2024-08-07,5301
354,2024-08-07,6497
355,2024-08-07,10790
356,2024-08-07,4783
357,2024-08-07,8067
109,2024-08-07,8888
153,2024-08-07,8528
405,2024-08-07,2391
406,2024-08-07,5445
407,2024-08-07,4610
409,2024-08-07,3097
410,2024-08-07,12461
412,2024-08-07,4350
413,2024-08-07,5460
414,2024-08-07,2089
415,2024-08-07,3760
416,2024-08-07,2809
417,2024-08-07,4682
419,2024-08-07,3443
420,2024-08-07,2795
421,2024-08-07,2982
422,2024-08-07,2060
111,2024-08-07,15500
501,2024-08-07,6122
502,2024-08-07,3688
503,2024-08-07,5143
504,2024-08-07,7044
506,2024-08-07,5777
507,2024-08-07,7678
511,2024-08-07,4451
513,2024-08-07,4077
517,2024-08-07,6079
518,2024-08-07,3515
519,2024-08-07,2276
520,2024-08-07,3198
521,2024-08-07,7563
522,2024-08-07,6655
525,2024-08-07,5618
526,2024-08-07,2737
527,2024-08-07,12807
528,2024-08-07,2636
529,2024-08-07,4466
530,2024-08-07,2968
551,2024-08-07,1224
552,2024-08-07,2939
523,2024-08-07,16739
601,2024-08-07,5460
602,2024-08-07,8744
604,2024-08-07,6079
605,2024-08-07,19073
606,2024-08-07,13023
608,2024-08-07,2348
609,2024-08-07,18122
611,2024-08-07,12663
613,2024-08-07,9234
617,2024-08-07,2607
620,2024-08-07,5762
621,2024-08-07,1685
622,2024-08-07,3731
626,2024-08-07,6641
627,2024-08-07,4811
628,2024-08-07,8283
1102,2024-08-07,2031
1103,2024-08-07,1282
1104,2024-08-07,2593
1105,2024-08-07,2622
1106,2024-08-07,2074
505,2024-08-07,9436
701,2024-08-07,2190
702,2024-08-07,3184
703,2024-08-07,4783
704,2024-08-07,4855
705,2024-08-07,5085
707,2024-08-07,4696
708,2024-08-07,2694
709,2024-08-07,3198
712,2024-08-07,3457
714,2024-08-07,6871
716,2024-08-07,4696
717,2024-08-07,2593
718,2024-08-07,2463
719,2024-08-07,4927
720,2024-08-07,2679
721,2024-08-07,1873
722,2024-08-07,663
723,2024-08-07,1023
418,2024-08-07,7232
802,2024-08-07,8427
803,2024-08-07,3443
806,2024-08-07,6050
807,2024-08-07,4811
808,2024-08-07,5935
411,2024-08-07,28264
510,2024-08-07,7981
612,2024-08-07,5719
901,2024-08-07,2881
902,2024-08-07,6612
903,2024-08-07,2795
905,2024-08-07,1109
906,2024-08-07,2751
908,2024-08-07,2406
909,2024-08-07,2233
913,2024-08-07,3443
915,2024-08-07,3587
916,2024-08-07,3861
917,2024-08-07,4811
918,2024-08-07,4307
919,2024-08-07,3558
920,2024-08-07,2795
921,2024-08-07,2002
922,2024-08-07,6281
951,2024-08-07,1786
952,2024-08-07,1945
101,2024-08-07,34631
110,2024-08-07,10314
151,2024-08-07,15400
404,2024-08-07,10718
711,2024-08-07,7981
1001,2024-08-07,3659
1002,2024-08-07,7351
1013,2024-08-07,2881
1014,2024-08-07,4408
1016,2024-08-07,12302
1018,2024-08-07,3529
1019,2024-08-07,4725
1051,2024-08-07,1858
1052,2024-08-07,1945
1053,2024-08-07,3299
1054,2024-08-07,1023
102,2024-08-08,5339
103,2024-08-08,7792
104,2024-08-08,10370
105,2024-08-08,4919
107,2024-08-08,3980
108,2024-08-08,6222
113,2024-08-08,7820
114,2024-08-08,5437
115,2024-08-08,5521
116,2024-08-08,17545
117,2024-08-08,4036
118,2024-08-08,11351
119,2024-08-08,9838
120,2024-08-08,11015
122,2024-08-08,3938
123,2024-08-08,5017
124,2024-08-08,5479
125,2024-08-08,6699
126,2024-08-08,4709
127,2024-08-08,3195
128,2024-08-08,2564
129,2024-08-08,4526
130,2024-08-08,2340
152,2024-08-08,2340
106,2024-08-08,14420
202,2024-08-08,8324
204,2024-08-08,4737
205,2024-08-08,5956
206,2024-08-08,5844
207,2024-08-08,2971
209,2024-08-08,10650
210,2024-08-08,3559
211,2024-08-08,3489
212,2024-08-08,4737
213,2024-08-08,5381
214,2024-08-08,5059
251,2024-08-08,6306
252,2024-08-08,2761
253,2024-08-08,4176
254,2024-08-08,2354
255,2024-08-08,2214
625,2024-08-08,37823
112,2024-08-08,43260
301,2024-08-08,15751
302,2024-08-08,7035
303,2024-08-08,5690
304,2024-08-08,11715
305,2024-08-08,7862
307,2024-08-08,15051
308,2024-08-08,18932
309,2024-08-08,2845
310,2024-08-08,15051
311,2024-08-08,41929
351,2024-08-08,5423
352,2024-08-08,4933
353,2024-08-08,5269
354,2024-08-08,6390
355,2024-08-08,10510
356,2024-08-08,4877
357,2024-08-08,8114
109,2024-08-08,8296
153,2024-08-08,8058
405,2024-08-08,2130
406,2024-08-08,5171
407,2024-08-08,4330
409,2024-08-08,2775
410,2024-08-08,11617
412,2024-08-08,4274
413,2024-08-08,4961
414,2024-08-08,1836
415,2024-08-08,3630
416,2024-08-08,2649
417,2024-08-08,4372
419,2024-08-08,3293
420,2024-08-08,2733
421,2024-08-08,2957
422,2024-08-08,1906
111,2024-08-08,16214
501,2024-08-08,6138
502,2024-08-08,3573
503,2024-08-08,4989
504,2024-08-08,7063
506,2024-08-08,6012
507,2024-08-08,7567
511,2024-08-08,4106
513,2024-08-08,3896
517,2024-08-08,5984
518,2024-08-08,3237
519,2024-08-08,2172
520,2024-08-08,3111
521,2024-08-08,7792
522,2024-08-08,6656
525,2024-08-08,5676
526,2024-08-08,2831
527,2024-08-08,13131
528,2024-08-08,2508
529,2024-08-08,4554
530,2024-08-08,3069
551,2024-08-08,1177
552,2024-08-08,2789
523,2024-08-08,17195
601,2024-08-08,5549
602,2024-08-08,8829
604,2024-08-08,6124
605,2024-08-08,19899
606,2024-08-08,13355
608,2024-08-08,2214
609,2024-08-08,17097
611,2024-08-08,11996
613,2024-08-08,7497
617,2024-08-08,2396
620,2024-08-08,4947
621,2024-08-08,1626
622,2024-08-08,2424
626,2024-08-08,6488
627,2024-08-08,4863
628,2024-08-08,8464
1102,2024-08-08,2158
1103,2024-08-08,1261
1104,2024-08-08,2593
1105,2024-08-08,2677
1106,2024-08-08,2144
505,2024-08-08,9487
701,2024-08-08,2172
702,2024-08-08,3293
703,2024-08-08,4905
704,2024-08-08,4610
705,2024-08-08,5087
707,2024-08-08,4498
708,2024-08-08,2424
709,2024-08-08,2929
712,2024-08-08,3321
714,2024-08-08,6236
716,2024-08-08,4582
717,2024-08-08,2508
718,2024-08-08,2424
719,2024-08-08,4709
720,2024-08-08,2536
721,2024-08-08,1794
722,2024-08-08,603
723,2024-08-08,995
418,2024-08-08,7007
802,2024-08-08,7553
803,2024-08-08,3475
806,2024-08-08,6096
807,2024-08-08,4653
808,2024-08-08,6236
411,2024-08-08,27313
510,2024-08-08,7063
612,2024-08-08,5283
901,2024-08-08,2522
902,2024-08-08,6670
903,2024-08-08,3013
905,2024-08-08,925
906,2024-08-08,2621
908,2024-08-08,2284
909,2024-08-08,2074
913,2024-08-08,3223
915,2024-08-08,3307
916,2024-08-08,3756
917,2024-08-08,4779
918,2024-08-08,4134
919,2024-08-08,3447
920,2024-08-08,2719
921,2024-08-08,2046
922,2024-08-08,6040
951,2024-08-08,1570
952,2024-08-08,1668
101,2024-08-08,32568
110,2024-08-08,10174
151,2024-08-08,14126
404,2024-08-08,9866
711,2024-08-08,7231
1001,2024-08-08,3658
1002,2024-08-08,7038
1013,2024-08-08,3097
1014,2024-08-08,4358
1016,2024-08-08,11785
1018,2024-08-08,3433
1019,2024-08-08,4540
1051,2024-08-08,1710
1052,2024-08-08,1682
1053,2024-08-08,3125
1054,2024-08-08,939
102,2024-08-09,5267
103,2024-08-09,7894
104,2024-08-09,10631
105,2024-08-09,5184
107,2024-08-09,3663
108,2024-08-09,5848
113,2024-08-09,7949
114,2024-08-09,5696
115,2024-08-09,4963
116,2024-08-09,19285
117,2024-08-09,3774
118,2024-08-09,10313
119,2024-08-09,10161
120,2024-08-09,11377
122,2024-08-09,3926
123,2024-08-09,5267
124,2024-08-09,5668
125,2024-08-09,6746
126,2024-08-09,4825
127,2024-08-09,3235
128,2024-08-09,2475
129,2024-08-09,4576
130,2024-08-09,2392
152,2024-08-09,2046
106,2024-08-09,14612
202,2024-08-09,7769
204,2024-08-09,4479
205,2024-08-09,5585
206,2024-08-09,6290
207,2024-08-09,2917
209,2024-08-09,11101
210,2024-08-09,3857
211,2024-08-09,3539
212,2024-08-09,4424
213,2024-08-09,5156
214,2024-08-09,4313
251,2024-08-09,6428
252,2024-08-09,2848
253,2024-08-09,4244
254,2024-08-09,2405
255,2024-08-09,2184
625,2024-08-09,35666
112,2024-08-09,43449
301,2024-08-09,15856
302,2024-08-09,6746
303,2024-08-09,5516
304,2024-08-09,11681
305,2024-08-09,7838
307,2024-08-09,15234
308,2024-08-09,20349
309,2024-08-09,2710
310,2024-08-09,14032
311,2024-08-09,40712
351,2024-08-09,5723
352,2024-08-09,4838
353,2024-08-09,5239
354,2024-08-09,6636
355,2024-08-09,10976
356,2024-08-09,5046
357,2024-08-09,8668
109,2024-08-09,8087
153,2024-08-09,7424
405,2024-08-09,2129
406,2024-08-09,4686
407,2024-08-09,3470
409,2024-08-09,2516
410,2024-08-09,11059
412,2024-08-09,4092
413,2024-08-09,4659
414,2024-08-09,1659
415,2024-08-09,3180
416,2024-08-09,2751
417,2024-08-09,4203
419,2024-08-09,3000
420,2024-08-09,2557
421,2024-08-09,2875
422,2024-08-09,1935
111,2024-08-09,16437
501,2024-08-09,6110
502,2024-08-09,3456
503,2024-08-09,4382
504,2024-08-09,6691
506,2024-08-09,5861
507,2024-08-09,7562
511,2024-08-09,3691
513,2024-08-09,3815
517,2024-08-09,6110
518,2024-08-09,3235
519,2024-08-09,2157
520,2024-08-09,2986
521,2024-08-09,7189
522,2024-08-09,6857
525,2024-08-09,5723
526,2024-08-09,2792
527,2024-08-09,13050
528,2024-08-09,2557
529,2024-08-09,4548
530,2024-08-09,2972
551,2024-08-09,1189
552,2024-08-09,2903
523,2024-08-09,17543
601,2024-08-09,5543
602,2024-08-09,9290
604,2024-08-09,6193
605,2024-08-09,19782
606,2024-08-09,13783
608,2024-08-09,1935
609,2024-08-09,17322
611,2024-08-09,12234
613,2024-08-09,7175
617,2024-08-09,2046
620,2024-08-09,4838
621,2024-08-09,1230
622,2024-08-09,2240
626,2024-08-09,6318
627,2024-08-09,4866
628,2024-08-09,8543
1102,2024-08-09,2157
1103,2024-08-09,1369
1104,2024-08-09,2654
1105,2024-08-09,2640
1106,2024-08-09,2087
505,2024-08-09,9635
701,2024-08-09,2184
702,2024-08-09,3221
703,2024-08-09,4977
704,2024-08-09,4521
705,2024-08-09,5004
707,2024-08-09,4562
708,2024-08-09,2295
709,2024-08-09,2792
712,2024-08-09,2986
714,2024-08-09,5626
716,2024-08-09,4368
717,2024-08-09,2405
718,2024-08-09,2350
719,2024-08-09,4590
720,2024-08-09,2475
721,2024-08-09,1659
722,2024-08-09,594
723,2024-08-09,871
418,2024-08-09,6553
802,2024-08-09,6967
803,2024-08-09,3124
806,2024-08-09,6456
807,2024-08-09,4673
808,2024-08-09,6456
411,2024-08-09,25976
510,2024-08-09,6566
612,2024-08-09,5046
901,2024-08-09,2475
902,2024-08-09,6276
903,2024-08-09,2820
905,2024-08-09,843
906,2024-08-09,2419
908,2024-08-09,2046
909,2024-08-09,1866
913,2024-08-09,2986
915,2024-08-09,3193
916,2024-08-09,3760
917,2024-08-09,4659
918,2024-08-09,4133
919,2024-08-09,3345
920,2024-08-09,2779
921,2024-08-09,2005
922,2024-08-09,5889
951,2024-08-09,1507
952,2024-08-09,1521
101,2024-08-09,31409
110,2024-08-09,12234
151,2024-08-09,14515
404,2024-08-09,9359
711,2024-08-09,6484
1001,2024-08-09,3539
1002,2024-08-09,6893
1013,2024-08-09,2806
1014,2024-08-09,4977
1016,2024-08-09,11571
1018,2024-08-09,3332
1019,2024-08-09,4465
1051,2024-08-09,1576
1052,2024-08-09,1548
1053,2024-08-09,2792
1054,2024-08-09,622
102,2024-08-10,4835
103,2024-08-10,6189
104,2024-08-10,8184
105,2024-08-10,4265
107,2024-08-10,2300
108,2024-08-10,3563
113,2024-08-10,7044
114,2024-08-10,4407
115,2024-08-10,5436
116,2024-08-10,15523
117,2024-08-10,2789
118,2024-08-10,7227
119,2024-08-10,8805
120,2024-08-10,9660
122,2024-08-10,3512
123,2024-08-10,4407
124,2024-08-10,4336
125,2024-08-10,4519
126,2024-08-10,4031
127,2024-08-10,2361
128,2024-08-10,1700
129,2024-08-10,4540
130,2024-08-10,1690
152,2024-08-10,784
106,2024-08-10,11869
202,2024-08-10,5130
204,2024-08-10,3094
205,2024-08-10,6026
206,2024-08-10,5476
207,2024-08-10,2300
209,2024-08-10,11696
210,2024-08-10,3949
211,2024-08-10,2891
212,2024-08-10,2860
213,2024-08-10,3634
214,2024-08-10,2636
251,2024-08-10,5568
252,2024-08-10,2473
253,2024-08-10,3634
254,2024-08-10,1975
255,2024-08-10,1517
625,2024-08-10,29285
112,2024-08-10,46019
301,2024-08-10,11960
302,2024-08-10,4733
303,2024-08-10,4357
304,2024-08-10,8611
305,2024-08-10,7207
307,2024-08-10,16693
308,2024-08-10,14240
309,2024-08-10,1608
310,2024-08-10,9354
311,2024-08-10,25966
351,2024-08-10,4407
352,2024-08-10,2921
353,2024-08-10,4377
354,2024-08-10,5212
355,2024-08-10,8978
356,2024-08-10,4479
357,2024-08-10,6616
109,2024-08-10,5975
153,2024-08-10,4265
405,2024-08-10,987
406,2024-08-10,3257
407,2024-08-10,2219
409,2024-08-10,1456
410,2024-08-10,6321
412,2024-08-10,2891
413,2024-08-10,2524
414,2024-08-10,957
415,2024-08-10,1761
416,2024-08-10,1781
417,2024-08-10,3166
419,2024-08-10,1934
420,2024-08-10,2036
421,2024-08-10,2311
422,2024-08-10,1568
111,2024-08-10,17304
501,2024-08-10,4591
502,2024-08-10,2341
503,2024-08-10,2046
504,2024-08-10,4754
506,2024-08-10,4560
507,2024-08-10,5385
511,2024-08-10,1822
513,2024-08-10,3440
517,2024-08-10,5405
518,2024-08-10,2280
519,2024-08-10,1618
520,2024-08-10,2239
521,2024-08-10,6637
522,2024-08-10,5731
525,2024-08-10,4509
526,2024-08-10,2331
527,2024-08-10,10617
528,2024-08-10,1934
529,2024-08-10,3705
530,2024-08-10,2433
551,2024-08-10,1130
552,2024-08-10,1690
523,2024-08-10,14189
601,2024-08-10,4122
602,2024-08-10,7441
604,2024-08-10,4570
605,2024-08-10,15105
606,2024-08-10,11930
608,2024-08-10,926
609,2024-08-10,10505
611,2024-08-10,7227
613,2024-08-10,3766
617,2024-08-10,702
620,2024-08-10,1842
